"";"tuman_author";"tuman_authorb";"tu_warningauthor1";"tu_warningauthor2";"tu_warningauthor3";"tu_warningauthor1b";"tu_warningauthor2b";"tu_warningauthor3b";"tu_warningext1";"tu_warningext2";"tu_warningext3";"tu_warningext1b";"tu_warningext2b";"tu_warningext3b";"tu_manext";"tu_manextb";"tu_manpre";"tu_manpreb";"tu_manpeer";"tu_manpeerb";"credibility1";"credibility2";"credibility3";"credibility4";"credibility5";"quality_control";"standard_procedure";"gender";"gender_3_TEXT";"age";"knowledge_peerreview";"knowledge_preprints";"familiar";"education";"condition";"credibility"
"291";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"1";"2";"4";"";"";"";"";"";6;2;6;4;2;2;1;"1";"";37;"1";"2";6;4;"preprint_info_external";4
"297";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"5";"4";"";"";"";"";6;7;5;6;5;6;5;"2";"";31;"1";"1";5;3;"preprint_info_external";5,8
"301";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;6;4;7;7;1;1;"1";"";29;"2";"2";1;2;"preprint_info_authors";5,6
"302";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;4;3;6;7;6;6;"2";"";59;"2";"2";4;3;"preprint_info_external";5
"304";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;4;4;5;4;2;3;"2";"";22;"1";"2";3;3;"preprint_info_external";4,4
"306";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"1";"2";"4";"";"";"";"";"";5;4;3;5;7;6;5;"1";"";33;"1";"2";1;2;"preprint_info_external";4,8
"308";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;6;2;6;2;6;5;"1";"";41;"1";"2";7;4;"preprint_info_authors";4,4
"310";"7";"4";"1";"1";"1";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";7;6;6;7;6;6;7;"1";"";32;"1";"1";6;3;"preprint_info_authors";6,4
"312";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;2;3;5;5;3;3;"1";"";37;"1";"2";4;4;"preprint_info_external";4,2
"316";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;5;2;7;5;2;5;"1";"";34;"1";"2";5;3;"preprint_info_external";4,8
"318";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;4;4;5;6;4;6;"2";"";27;"2";"2";2;3;"preprint_info_authors";4,8
"322";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";3;3;4;7;7;7;3;"2";"";38;"2";"2";1;2;"preprint_info_authors";4,8
"324";"4";"";"1";"1";"1";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";4;4;4;6;5;4;4;"1";"";35;"2";"2";2;3;"preprint_info_authors";4,6
"327";"3";"4";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;6;7;6;7;7;5;"1";"";29;"2";"2";5;4;"preprint_info_authors";6,4
"328";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";7;7;4;5;3;3;3;"2";"";33;"1";"2";5;3;"preprint_info_authors";5,2
"331";"4";"";"1";"1";"1";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";6;5;5;5;5;4;5;"1";"";18;"2";"2";6;3;"preprint_info_authors";5,2
"332";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";3;7;1;5;7;5;2;"1";"";34;"1";"2";3;3;"preprint_info_authors";4,6
"333";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;2;2;6;2;5;3;"1";"";32;"1";"1";5;3;"preprint_info_authors";3,4
"334";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";7;6;5;6;5;6;5;"2";"";34;"1";"1";5;3;"preprint_info_external";5,8
"342";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;7;4;4;4;2;4;"2";"";67;"1";"2";5;4;"preprint_info_external";5
"345";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;5;5;5;5;5;4;"2";"";28;"2";"2";4;3;"preprint_info_authors";5
"346";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";3;1;1;2;1;7;1;"2";"";73;"2";"2";1;3;"preprint_info_external";1,6
"354";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;6;1;6;3;2;4;"2";"";29;"1";"1";7;3;"preprint_info_external";4,2
"356";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;4;3;6;5;3;3;"1";"";22;"1";"2";4;3;"preprint_info_authors";4,6
"359";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;5;2;5;4;3;3;"1";"";38;"2";"2";1;4;"preprint_info_external";4
"360";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;2;5;5;5;4;6;"2";"";42;"2";"2";5;3;"preprint_info_external";4,2
"361";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;1;1;1;1;1;1;"1";"";30;"1";"2";5;3;"preprint_info_authors";1
"364";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;4;4;6;4;4;5;"1";"";39;"1";"2";4;2;"preprint_info_authors";4,6
"365";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;6;6;5;6;6;6;"2";"";45;"2";"2";5;4;"preprint_info_external";5,8
"369";"3";"4";"1";"1";"1";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";5;5;6;6;6;6;5;"2";"";25;"2";"2";6;4;"preprint_info_authors";5,6
"370";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"1";"2";"4";"";"";"";"";"";5;7;5;6;6;6;7;"1";"";31;"2";"2";6;4;"preprint_info_external";5,8
"373";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;4;5;2;2;1;2;"2";"";46;"1";"2";5;3;"preprint_info_authors";3,6
"376";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;5;1;4;1;1;1;"2";"";37;"2";"2";1;2;"preprint_info_external";3
"377";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;6;1;1;1;1;4;"1";"";38;"1";"2";5;2;"preprint_info_authors";3
"379";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";3;4;1;2;2;2;2;"1";"";28;"1";"2";5;3;"preprint_info_authors";2,4
"381";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;4;5;3;5;5;5;"2";"";22;"1";"2";4;2;"preprint_info_authors";4,2
"394";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"1";"2";"5";"4";"";"";"";"";5;6;2;7;3;2;2;"2";"";52;"1";"2";4;4;"preprint_info_external";4,6
"396";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;6;2;6;7;6;6;"1";"";20;"2";"2";4;2;"preprint_info_external";5
"401";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";7;5;4;6;5;5;6;"1";"";35;"1";"2";2;2;"preprint_info_external";5,4
"402";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";7;6;3;6;5;5;6;"1";"";48;"1";"2";5;4;"preprint_info_authors";5,4
"405";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;6;3;5;5;6;5;"1";"";39;"2";"2";2;3;"preprint_info_authors";4,6
"407";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;7;5;7;1;5;5;"1";"";37;"1";"1";6;4;"preprint_info_authors";5,2
"418";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;5;5;6;5;5;4;"1";"";32;"2";"2";4;4;"preprint_info_external";5,2
"422";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;5;1;4;5;4;5;"2";"";58;"1";"1";6;3;"preprint_info_external";4
"425";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";3;7;2;6;6;6;6;"2";"";59;"1";"2";4;3;"preprint_info_external";4,8
"426";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;2;2;4;2;2;1;"1";"";27;"1";"1";4;4;"preprint_info_authors";3
"427";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;6;4;1;6;5;5;"1";"";32;"1";"2";4;3;"preprint_info_authors";4,6
"428";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"1";"2";"4";"";"";"";"";"";5;5;2;6;3;5;5;"1";"";31;"2";"2";2;2;"preprint_info_external";4,2
"429";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;5;3;3;5;2;5;"1";"";29;"1";"2";6;4;"preprint_info_external";4,4
"432";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;4;1;2;4;4;2;"2";"";41;"2";"2";1;2;"preprint_info_authors";3,4
"434";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"1";"2";"5";"4";"";"";"";"";6;7;5;6;6;7;6;"1";"";66;"2";"2";6;3;"preprint_info_external";6
"437";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;4;5;3;4;2;3;"2";"";38;"2";"2";2;3;"preprint_info_external";4,2
"442";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;6;1;6;3;1;1;"1";"";26;"2";"1";1;2;"preprint_info_authors";4
"446";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;2;2;5;5;4;5;"2";"";30;"2";"2";2;4;"preprint_info_external";3,6
"450";"4";"";"1";"1";"1";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";6;7;6;5;4;6;7;"1";"";28;"1";"1";6;3;"preprint_info_authors";5,6
"452";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;6;3;7;3;2;6;"1";"";60;"2";"1";7;3;"preprint_info_external";4,8
"460";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";7;3;1;6;5;3;5;"1";"";45;"1";"2";2;2;"preprint_info_external";4,4
"462";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;5;4;5;2;3;5;"2";"";48;"2";"2";3;3;"preprint_info_authors";4,4
"464";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"1";"2";"4";"";"";"";"";"";5;6;5;5;5;5;5;"1";"";32;"1";"1";5;3;"preprint_info_external";5,2
"465";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;4;4;5;5;4;4;"1";"";28;"2";"2";4;3;"preprint_info_external";4,4
"469";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;4;2;6;3;2;2;"1";"";35;"1";"2";5;2;"preprint_info_external";3,8
"470";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;4;1;7;1;1;1;"1";"";34;"1";"2";6;3;"preprint_info_authors";3,8
"471";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";3;4;3;3;3;3;4;"2";"";33;"1";"2";4;2;"preprint_info_external";3,2
"474";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;6;1;2;2;1;1;"2";"";73;"2";"2";1;2;"preprint_info_external";3
"475";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"1";"2";"4";"";"";"";"";"";5;5;5;5;5;5;1;"1";"";28;"2";"2";5;3;"preprint_info_external";5
"477";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;5;1;4;1;1;1;"2";"";55;"1";"1";6;4;"preprint_info_external";3
"483";"3";"4";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;5;3;4;6;6;4;"2";"";45;"2";"2";3;3;"preprint_info_authors";4,4
"486";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;5;4;5;6;4;5;"2";"";38;"1";"1";7;4;"preprint_info_authors";5
"487";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;4;2;5;5;3;3;"1";"";36;"1";"1";6;4;"preprint_info_external";4,4
"488";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";3;5;1;5;3;2;5;"2";"";50;"2";"2";1;3;"preprint_info_external";3,4
"491";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";1;4;2;6;4;2;2;"1";"";26;"2";"2";1;2;"preprint_info_external";3,4
"492";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;5;2;2;5;3;2;"1";"";65;"1";"2";2;4;"preprint_info_authors";3,8
"494";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";2;5;5;5;3;1;1;"2";"";32;"1";"2";2;4;"preprint_info_external";4
"498";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;5;2;5;4;2;2;"2";"";26;"1";"1";5;4;"preprint_info_external";4,2
"500";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;3;2;5;2;2;3;"2";"";45;"1";"1";3;2;"preprint_info_authors";3,2
"502";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;5;2;5;2;2;4;"2";"";44;"2";"2";3;2;"preprint_info_external";3,8
"504";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;3;7;4;2;4;3;"2";"";24;"1";"2";4;4;"preprint_info_external";4
"505";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;5;2;6;3;2;1;"1";"";20;"1";"2";5;2;"preprint_info_authors";4,4
"506";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"1";"2";"4";"";"";"";"";"";6;2;1;6;6;4;4;"1";"";38;"2";"2";4;3;"preprint_info_external";4,2
"507";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;7;3;6;4;7;7;"1";"";39;"2";"2";1;2;"preprint_info_external";5,2
"510";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;6;2;4;5;5;5;"1";"";47;"1";"2";4;3;"preprint_info_external";4,6
"516";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;4;4;4;4;4;4;"2";"";64;"2";"2";2;2;"preprint_info_authors";4
"519";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;6;2;6;5;4;4;"1";"";63;"1";"2";5;2;"preprint_info_external";5
"524";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;5;3;4;5;5;5;"2";"";35;"1";"2";5;3;"preprint_info_authors";4,4
"525";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";3;2;2;2;2;1;2;"2";"";31;"1";"2";3;3;"preprint_info_authors";2,2
"532";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;5;5;5;4;4;5;"1";"";40;"1";"2";2;3;"preprint_info_external";4,6
"537";"4";"";"2";"1";"2";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";6;3;3;5;6;3;6;"1";"";35;"1";"2";5;4;"preprint_info_authors";4,6
"540";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;7;7;7;6;5;2;"2";"";70;"1";"2";2;3;"preprint_info_authors";6,6
"542";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;5;3;3;5;3;4;"2";"";39;"2";"2";1;2;"preprint_info_authors";4,4
"543";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;5;3;6;5;5;5;"2";"";27;"1";"2";3;3;"preprint_info_authors";4,8
"545";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";7;1;1;7;7;1;1;"2";"";64;"1";"2";5;4;"preprint_info_external";4,6
"546";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";2;5;3;7;7;2;2;"2";"";60;"2";"2";2;3;"preprint_info_authors";4,8
"553";"3";"4";"1";"1";"1";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";6;5;4;5;5;6;5;"1";"";45;"2";"2";6;4;"preprint_info_authors";5
"555";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;4;3;4;4;3;3;"1";"";28;"2";"2";2;2;"preprint_info_authors";3,8
"559";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;5;3;5;3;3;4;"2";"";36;"1";"2";3;4;"preprint_info_external";4,2
"563";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;4;6;3;2;4;2;"2";"";23;"2";"2";6;3;"preprint_info_external";4,2
"565";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;2;2;3;3;3;3;"1";"";24;"1";"2";5;3;"preprint_info_external";2,8
"567";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;4;2;5;5;4;3;"2";"";29;"2";"2";1;4;"preprint_info_external";4,2
"569";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";7;6;3;2;6;6;1;"1";"";25;"2";"2";1;2;"preprint_info_external";4,8
"571";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;3;3;6;2;2;5;"1";"";23;"2";"2";2;2;"preprint_info_external";4
"574";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;3;2;4;2;2;4;"1";"";35;"1";"1";6;4;"preprint_info_external";3,2
"575";"3";"4";"1";"1";"1";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";6;2;6;6;4;3;3;"2";"";42;"2";"2";1;3;"preprint_info_authors";4,8
"576";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;5;3;6;7;4;5;"1";"";36;"1";"2";3;3;"preprint_info_authors";5
"579";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;2;6;4;7;4;5;"1";"";29;"1";"1";6;3;"preprint_info_authors";4,6
"581";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";3;3;4;5;4;3;2;"2";"";32;"1";"2";4;3;"preprint_info_authors";3,8
"585";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";7;7;1;7;7;4;4;"2";"";44;"1";"2";1;2;"preprint_info_external";5,8
"586";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;5;2;4;2;4;5;"2";"";56;"1";"2";3;3;"preprint_info_external";3,6
"587";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;7;7;2;6;1;6;"1";"";32;"2";"2";5;2;"preprint_info_authors";5,4
"590";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;3;3;6;5;5;6;"1";"";41;"2";"2";1;2;"preprint_info_external";4,4
"593";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;5;5;5;5;5;5;"2";"";36;"2";"2";3;3;"preprint_info_external";5
"595";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;5;3;2;5;3;5;"1";"";24;"1";"1";5;3;"preprint_info_external";4,2
"603";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;3;3;5;3;5;3;"1";"";30;"2";"2";3;3;"preprint_info_authors";4
"604";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;2;3;5;6;2;2;"1";"";51;"1";"2";2;3;"preprint_info_external";4,2
"608";"4";"";"1";"1";"1";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";6;2;2;7;2;3;3;"1";"";30;"2";"2";2;3;"preprint_info_authors";3,8
"613";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;4;2;3;4;2;3;"2";"";49;"1";"2";4;3;"preprint_info_external";3,6
"614";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;5;3;5;2;5;2;"2";"";37;"1";"2";5;3;"preprint_info_authors";3,8
"615";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"1";"2";"4";"";"";"";"";"";6;6;4;5;2;5;4;"1";"";30;"1";"2";3;3;"preprint_info_external";4,6
"616";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;5;6;5;7;4;7;"2";"";25;"2";"2";1;3;"preprint_info_authors";5,8
"617";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;3;1;3;3;2;2;"1";"";34;"1";"2";3;4;"preprint_info_authors";3,2
"619";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;7;4;7;7;6;6;"1";"";64;"1";"2";6;3;"preprint_info_authors";6,2
"622";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;4;2;4;4;4;2;"2";"";32;"1";"2";5;4;"preprint_info_external";3,6
"624";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";7;1;1;7;4;4;5;"2";"";68;"2";"2";1;2;"preprint_info_external";4
"628";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";1;5;1;3;2;1;2;"2";"";29;"1";"2";3;3;"preprint_info_external";2,4
"630";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;5;5;5;5;5;5;"2";"";28;"2";"2";2;3;"preprint_info_authors";5
"636";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;6;2;6;3;3;5;"1";"";54;"1";"2";4;4;"preprint_info_authors";4,4
"642";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";7;6;1;7;1;6;4;"2";"";59;"1";"2";1;3;"preprint_info_external";4,4
"644";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;2;2;6;6;2;4;"1";"";53;"1";"2";5;3;"preprint_info_authors";4,4
"646";"4";"";"2";"1";"2";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";6;6;6;6;2;6;6;"1";"";50;"1";"1";6;3;"preprint_info_authors";5,2
"648";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"1";"2";"5";"4";"";"";"";"";7;6;6;5;5;5;6;"1";"";68;"1";"1";6;4;"preprint_info_external";5,8
"650";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;4;2;4;3;5;4;"2";"";40;"2";"2";1;3;"preprint_info_external";3,4
"651";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;4;2;4;4;4;4;"1";"";41;"1";"2";5;4;"preprint_info_external";3,6
"652";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;7;2;5;2;5;3;"1";"";73;"1";"2";5;4;"preprint_info_authors";4,2
"653";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;6;4;4;3;3;4;"2";"";40;"1";"2";4;2;"preprint_info_authors";4,2
"654";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"1";"2";"4";"";"";"";"";"";5;5;6;5;3;5;5;"1";"";33;"1";"1";6;3;"preprint_info_external";4,8
"657";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"1";"2";"4";"";"";"";"";"";5;3;4;6;6;5;6;"2";"";69;"1";"2";3;3;"preprint_info_external";4,8
"658";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;3;5;4;3;4;4;"1";"";33;"2";"2";1;2;"preprint_info_authors";3,8
"659";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;5;3;2;5;3;2;"1";"";36;"1";"2";5;4;"preprint_info_external";4
"660";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";3;4;3;4;3;2;3;"1";"";35;"1";"1";2;4;"preprint_info_authors";3,4
"664";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;6;2;6;6;7;5;"1";"";38;"1";"1";4;3;"preprint_info_external";4,8
"666";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";1;2;3;7;5;5;4;"1";"";51;"1";"2";4;3;"preprint_info_external";3,6
"671";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;1;1;1;2;1;1;"2";"";33;"1";"2";3;4;"preprint_info_authors";1,2
"675";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"1";"2";"5";"4";"";"";"";"";7;6;6;4;5;7;5;"2";"";37;"1";"1";7;2;"preprint_info_external";5,6
"676";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;4;2;4;3;4;4;"3";"Prefer not to say";35;"1";"2";4;2;"preprint_info_external";3,4
"678";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;5;3;4;5;3;6;"1";"";35;"1";"2";3;2;"preprint_info_external";4,4
"684";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;1;2;6;4;1;1;"1";"";65;"2";"2";1;4;"preprint_info_external";3,6
"686";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;6;1;6;2;2;1;"2";"";44;"1";"1";5;4;"preprint_info_external";4,2
"687";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;5;1;6;3;2;1;"2";"";52;"1";"2";3;3;"preprint_info_authors";3,8
"691";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;5;3;6;4;5;4;"2";"";72;"2";"2";2;2;"preprint_info_external";4,4
"692";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";7;3;1;7;7;7;5;"2";"";69;"2";"2";1;3;"preprint_info_external";5
